City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cabedelo,BR,-6.98,-34.83,86.0,66,40,11.41,scattered clouds
347,Banda Aceh,ID,5.56,95.32,79.66,79,96,9.19,overcast clouds
348,Kalamare,BW,-22.93,26.57,69.67,56,24,15.21,few clouds
349,Sant Pere De Ribes,ES,41.27,1.77,64.0,86,20,5.59,few clouds
350,Tipuani,BO,-15.56,-68.02,90.5,27,28,3.58,scattered clouds
351,Kanniyakumari,IN,8.08,77.57,80.58,75,36,8.46,scattered clouds
352,Dormidontovka,RU,47.77,134.91,34.9,87,52,7.43,broken clouds
353,Saint Simons,US,31.14,-81.39,73.4,94,90,10.29,overcast clouds
354,Pathein,MM,16.78,94.73,76.05,93,56,2.89,broken clouds
355,Hounde,BF,11.5,-3.52,86.95,24,0,5.35,clear sky
356,Santa Fe,AR,-31.63,-60.7,82.99,28,0,4.0,clear sky
357,Neuquen,AR,-38.95,-68.06,89.6,19,0,4.7,clear sky
358,Kamenka,RU,51.32,42.77,43.74,74,46,9.44,scattered clouds
359,Potchefstroom,ZA,-26.72,27.1,57.06,87,100,5.91,moderate rain
360,Calabozo,VE,8.92,-67.43,84.16,79,89,4.59,light rain
361,Grindavik,IS,63.84,-22.43,39.2,80,75,8.05,broken clouds
362,Kailua,US,21.4,-157.74,75.2,88,20,3.4,few clouds
363,Ormara,PK,25.21,64.64,76.35,41,0,8.37,clear sky
364,Torres,BR,-29.34,-49.73,67.71,59,39,9.04,scattered clouds
365,Talnakh,RU,69.49,88.4,21.2,92,75,20.13,light snow
366,Joao Camara,BR,-5.54,-35.82,84.2,66,40,16.11,scattered clouds
367,Camapua,BR,-19.53,-54.04,84.22,42,0,9.91,clear sky
368,Porto Belo,BR,-27.16,-48.55,73.0,53,40,13.87,scattered clouds
369,Longhua,CN,23.61,114.19,67.59,75,3,2.64,clear sky
370,Sabha,LY,27.04,14.43,66.56,45,0,7.4,clear sky
371,Lufilufi,WS,-13.87,-171.6,77.0,94,40,18.75,scattered clouds
372,Half Moon Bay,US,37.46,-122.43,70.0,72,5,3.62,clear sky
373,Tarpon Springs,US,28.15,-82.76,84.99,74,15,4.83,light rain
374,Caibarien,CU,22.52,-79.47,87.8,62,40,14.99,scattered clouds
375,Omsukchan,RU,62.53,155.8,11.12,92,40,6.08,scattered clouds
376,Rocha,UY,-34.48,-54.33,66.18,50,0,9.75,clear sky
377,Kloulklubed,PW,7.04,134.26,75.2,100,75,3.36,broken clouds
378,Pacific Grove,US,36.62,-121.92,66.99,42,1,6.64,clear sky
379,Abu Samrah,SY,35.3,37.18,64.36,56,62,3.38,broken clouds
380,Bhusawal,IN,21.05,75.77,73.67,36,0,3.51,clear sky
381,Blagoyevo,RU,63.37,47.92,30.52,93,64,7.09,broken clouds
382,Trincomalee,LK,8.57,81.23,82.0,72,69,6.98,broken clouds
383,Jinxi,CN,30.43,116.29,59.95,84,100,2.64,light rain
384,Neftcala,AZ,39.37,49.25,64.9,86,1,8.72,clear sky
385,Pisco,PE,-13.7,-76.22,64.99,82,90,8.05,overcast clouds
386,Ken Caryl,US,39.58,-105.12,69.01,13,0,1.99,clear sky
387,Asau,RO,46.43,26.4,48.2,76,75,12.75,broken clouds
388,Noshiro,JP,40.2,140.02,56.28,79,100,13.27,light rain
389,Bedele,ET,8.46,36.35,55.83,96,69,2.39,broken clouds
390,Svarstad,NO,59.4,9.97,50.0,1,98,5.01,light rain
391,Samarai,PG,-10.62,150.67,81.09,83,24,7.36,few clouds
392,Bunia,CD,1.57,30.25,64.83,89,94,3.91,light rain
393,Awbari,LY,26.59,12.78,65.79,48,0,8.48,clear sky
394,Pangkalanbuun,ID,-2.68,111.62,74.88,95,100,2.51,moderate rain
395,Upata,VE,8.01,-62.4,93.0,55,44,1.99,light rain
396,Tikaitnagar,IN,26.95,81.58,72.03,34,0,5.66,clear sky
397,Wajima,JP,37.4,136.9,64.94,72,100,21.18,light rain
398,Liverpool,GB,53.41,-2.98,61.0,93,40,17.22,light intensity shower rain
399,Tautira,PF,-17.73,-149.15,82.4,69,40,8.05,shower rain
400,Yerbogachen,RU,61.28,108.01,5.4,93,0,6.98,clear sky
401,Aksay,RU,47.26,39.87,57.2,100,75,13.42,light intensity shower rain
402,Madang,PG,-5.22,145.8,76.95,88,24,3.36,light rain
403,Camana,PE,-16.62,-72.71,69.1,67,70,7.65,broken clouds
404,Moyale,KE,3.52,39.06,69.8,78,91,3.91,overcast clouds
405,Khorramshahr,IR,30.44,48.17,78.8,26,0,4.7,clear sky
406,Zeya,RU,53.75,127.27,21.24,88,100,10.29,overcast clouds
407,Batagay-Alyta,RU,67.8,130.41,-7.6,87,92,1.9,overcast clouds
408,Florianopolis,BR,-27.61,-48.5,73.0,46,40,16.11,scattered clouds
409,Savinskiy,RU,62.93,40.14,28.24,97,0,5.95,clear sky
410,Sungaipenuh,ID,-2.08,101.38,64.74,91,100,0.67,overcast clouds
411,Isla Mujeres,MX,21.23,-86.73,82.4,74,75,21.92,broken clouds
412,Soltsy,RU,58.12,30.32,36.81,89,0,4.52,clear sky
413,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,77.54,78,100,3.62,overcast clouds
414,Sosua,DO,19.77,-70.52,87.8,70,40,16.11,scattered clouds
415,Vao,NC,-22.67,167.48,74.05,85,55,18.72,broken clouds
416,Aliwal North,ZA,-30.69,26.71,61.79,60,62,6.35,broken clouds
417,Bogorodskoye,RU,56.55,37.88,39.49,87,100,9.57,overcast clouds
418,Khrebtovaya,RU,56.7,104.25,12.36,88,0,4.56,clear sky
419,Princeton,US,25.54,-80.41,87.8,70,75,10.29,broken clouds
420,Banff,CA,51.18,-115.57,48.2,51,99,12.75,overcast clouds
421,Libertador General San Martin,AR,-23.81,-64.79,91.0,20,3,1.01,clear sky
422,Homer,US,59.64,-151.55,24.01,53,1,9.17,clear sky
423,Honiara,SB,-9.43,159.95,73.4,100,20,5.37,few clouds
424,Penzance,GB,50.12,-5.54,59.0,100,100,28.86,overcast clouds
425,Alakurtti,RU,66.97,30.35,39.0,96,100,5.99,overcast clouds
426,Nova Olimpia,BR,-14.8,-57.29,90.46,41,26,6.8,scattered clouds
427,Aojiang,CN,22.94,116.04,69.01,87,55,6.22,broken clouds
428,Mednogorsk,RU,51.41,57.59,41.05,66,3,10.16,clear sky
429,Lynchburg,US,37.41,-79.14,60.8,72,40,9.17,scattered clouds
430,Vila Velha,BR,-20.33,-40.29,75.2,69,75,12.75,broken clouds
431,Fare,PF,-16.7,-151.02,80.53,77,56,22.86,light rain
432,Port Lincoln,AU,-34.73,135.87,62.44,68,76,10.42,broken clouds
433,Kizukuri,JP,40.81,140.39,55.99,80,100,3.0,moderate rain
434,Iskateley,RU,67.68,53.15,28.6,97,97,15.88,overcast clouds
435,Ewa Beach,US,21.32,-158.01,73.4,78,1,3.36,clear sky
436,Atherton,GB,53.52,-2.49,57.0,89,95,4.0,heavy intensity rain
437,Los Llanos De Aridane,ES,28.66,-17.92,80.6,26,0,8.05,clear sky
438,Kamina,CD,-8.74,24.99,68.0,84,32,4.14,scattered clouds
439,Gibara,CU,21.11,-76.13,87.8,62,75,14.99,broken clouds
440,Nizhniy Tsasuchey,RU,50.52,115.13,19.58,91,91,11.97,overcast clouds
441,Leh,IN,34.17,77.58,31.96,65,51,3.44,broken clouds
442,Atbasar,KZ,51.8,68.33,37.36,78,100,5.35,overcast clouds
443,Birecik,TR,37.03,37.99,57.2,47,75,2.59,broken clouds
444,Mango,US,27.98,-82.31,86.0,62,40,4.7,scattered clouds
445,Kabalo,CD,-6.05,26.92,73.85,77,77,1.95,broken clouds
446,Reconquista,AR,-29.15,-59.65,78.75,39,0,8.19,clear sky
447,San Roque,ES,36.21,-5.38,64.4,88,0,3.36,clear sky
448,Vanimo,PG,-2.67,141.3,78.82,82,84,5.14,light rain
449,Belousovka,KZ,50.13,82.52,28.4,92,0,3.74,clear sky
450,Berkovica,BA,44.62,18.43,48.2,81,0,3.36,light rain
451,Sembakung,ID,3.82,117.25,72.91,97,100,2.46,light rain
452,Chandler,US,33.31,-111.84,90.0,17,1,9.17,clear sky
453,Carballo,ES,43.21,-8.69,66.2,82,75,12.75,broken clouds
454,Sola,VU,-13.88,167.55,82.4,78,75,11.41,broken clouds
455,Haines Junction,CA,60.75,-137.51,10.4,72,100,5.82,overcast clouds
456,Vostok,RU,46.49,135.88,29.95,99,98,2.8,overcast clouds
457,Broome,US,42.25,-75.83,46.99,93,90,13.87,overcast clouds
458,Mus,TR,39.0,41.75,48.38,46,78,2.89,broken clouds
459,Yuxia,CN,34.06,108.63,53.01,87,0,2.24,clear sky
460,Samagaltay,RU,50.6,95.0,21.07,88,7,1.59,clear sky
461,Camacha,PT,33.08,-16.33,69.8,83,20,4.7,few clouds
462,Alihe,CN,50.57,123.72,17.1,89,100,11.39,overcast clouds
463,Saint-Pierre,RE,-21.34,55.48,68.0,68,40,6.93,scattered clouds
464,Wajid,SO,3.81,43.25,78.57,71,20,10.45,light rain
465,Garden City,US,42.33,-83.33,39.99,48,75,25.28,broken clouds
466,Masindi,UG,1.67,31.71,66.83,90,100,3.36,overcast clouds
467,Honningsvag,NO,70.98,25.97,39.2,86,40,18.34,light rain
468,Mamontovo,RU,52.71,81.62,32.22,95,7,10.07,clear sky
469,Pekalongan,ID,-6.89,109.68,51.01,10,100,4.79,light rain
470,Kushikino,JP,31.72,130.27,67.12,87,100,4.16,light rain
471,Necochea,AR,-38.55,-58.74,70.97,43,27,6.42,scattered clouds
472,Taybad,IR,34.74,60.78,52.72,41,0,3.8,clear sky
473,Liwale,TZ,-9.77,37.93,76.28,60,69,6.38,broken clouds
474,Adrar,MR,20.5,-10.07,85.46,14,98,9.06,overcast clouds
475,Seymchan,RU,62.88,152.43,7.59,93,93,0.87,overcast clouds
476,Maniitsoq,GL,65.42,-52.9,22.93,96,100,7.05,overcast clouds
477,Lodja,CD,-3.48,23.43,72.25,89,53,1.05,broken clouds
478,Kaeo,NZ,-35.1,173.78,59.0,96,62,0.76,broken clouds
479,Yaan,NG,7.38,8.57,82.06,62,83,4.16,broken clouds
480,Bonthe,SL,7.53,-12.51,81.82,75,49,7.81,scattered clouds
481,Antalya,TR,36.77,30.72,69.8,35,0,10.29,clear sky
482,Anloga,GH,5.79,0.9,82.4,83,40,11.41,scattered clouds
483,Camopi,GF,3.17,-52.32,90.48,53,51,5.41,moderate rain
484,Portland,US,45.52,-122.68,59.0,66,0,4.07,clear sky
485,Goleta,TN,36.82,10.3,62.6,77,20,2.24,few clouds
486,Tura,IN,25.52,90.22,70.38,96,51,2.91,broken clouds
487,Tazovskiy,RU,67.47,78.7,22.66,98,98,16.24,overcast clouds
488,Bahia Blanca,AR,-38.72,-62.27,82.47,17,43,7.47,scattered clouds
489,Cam Ranh,VN,11.92,109.16,80.6,78,40,13.87,scattered clouds
490,Abeche,TD,13.83,20.83,81.59,28,39,9.51,scattered clouds
491,Soyo,AO,-6.13,12.37,78.78,84,70,9.46,broken clouds
492,Zhuanghe,CN,39.7,122.99,41.0,49,0,4.38,clear sky
493,Shevchenkove,UA,49.7,37.17,50.0,81,90,8.95,light rain
494,Touros,BR,-5.2,-35.46,84.2,66,40,16.11,scattered clouds
495,North Bend,US,43.41,-124.22,55.99,76,1,8.05,clear sky
496,Urkut,HU,47.09,17.64,54.0,100,75,2.24,light rain
497,Clyde River,CA,70.47,-68.59,10.4,85,90,10.29,mist
498,Kahului,US,20.89,-156.47,78.8,69,20,3.65,few clouds
499,Jalu,LY,29.03,21.55,67.93,46,0,6.71,clear sky
500,Kitimat,CA,54.05,-128.65,50.0,96,100,3.0,light rain
501,Leshan,CN,29.56,103.76,60.82,58,95,1.23,overcast clouds
502,Barcelos,PT,41.54,-8.62,64.4,93,90,11.41,light intensity drizzle
503,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,40,16.11,scattered clouds
504,Zhob,PK,31.34,69.45,51.57,27,0,2.42,clear sky
505,Zhangye,CN,38.93,100.45,37.87,63,33,4.45,scattered clouds
506,Tieling,CN,42.29,123.84,34.86,71,0,3.89,clear sky
507,Kosonsoy,UZ,41.26,71.55,48.2,36,63,4.7,mist
508,Sinegorye,RU,62.08,150.48,14.23,92,100,1.41,overcast clouds
509,Ixtapa,MX,20.7,-105.2,86.0,78,1,5.99,clear sky
510,Davila,PH,18.47,120.58,80.6,83,90,14.99,overcast clouds
511,Conakry,GN,9.54,-13.68,87.8,74,40,11.41,scattered clouds
512,Kulhudhuffushi,MV,6.62,73.07,82.71,71,32,6.62,scattered clouds
513,Lopatino,RU,52.62,45.81,44.17,86,100,9.89,light rain
514,Campo Verde,BR,-20.42,-54.07,82.4,42,40,11.41,scattered clouds
515,Kismayo,SO,-0.36,42.55,79.88,80,20,14.47,few clouds
516,Vachi,RU,42.07,47.22,50.05,46,22,8.14,few clouds
517,Miramar,US,25.99,-80.23,88.0,74,75,12.75,broken clouds
518,Saint Anthony,US,45.02,-93.22,36.0,43,1,11.41,clear sky
519,Loanda,AO,-8.84,13.23,78.8,83,75,9.17,broken clouds
520,Biltine,TD,14.53,20.92,83.84,25,79,5.48,broken clouds
521,Slave Lake,CA,55.28,-114.77,51.8,53,1,25.28,clear sky
522,Marathon,US,44.9,-89.77,33.8,43,90,23.04,overcast clouds
523,Fairbanks,US,64.84,-147.72,-0.99,75,1,0.74,clear sky
524,Aklavik,CA,68.22,-135.01,15.8,72,90,5.82,overcast clouds
525,Sohna,IN,28.25,77.07,66.2,63,0,5.73,smoke
526,Comarapa,BO,-17.9,-64.48,75.42,32,29,4.03,scattered clouds
527,San Patricio,US,28.02,-97.52,82.0,44,20,9.17,few clouds
528,Rimbey,CA,52.63,-114.24,50.0,56,86,2.24,overcast clouds
529,Kolobrzeg,PL,54.18,15.58,51.01,98,73,14.38,broken clouds
530,Charters Towers,AU,-20.1,146.27,70.63,80,55,8.12,broken clouds
531,Monte Alegre,BR,-2.01,-54.07,97.11,32,51,5.64,broken clouds
532,Saint-Joseph,RE,-21.37,55.62,68.0,68,40,6.93,scattered clouds
533,Bejar,ES,40.39,-5.76,59.0,86,90,2.62,overcast clouds
534,Poum,NC,-20.23,164.02,76.57,78,0,17.9,clear sky
535,Sidi Ali,DZ,36.1,0.42,64.2,67,0,4.21,clear sky
536,Bilma,NE,18.69,12.92,74.82,22,0,5.99,clear sky
537,Ostrovnoy,RU,68.05,39.51,35.42,90,65,16.13,broken clouds
538,Nome,US,64.5,-165.41,12.2,85,20,3.36,few clouds
539,Ushtobe,KZ,45.25,77.98,40.68,66,65,3.22,broken clouds
540,Muravlenko,RU,63.79,74.52,25.41,98,51,17.25,broken clouds
541,Belmonte,BR,-15.86,-38.88,69.8,88,90,8.05,shower rain
542,Nemuro,JP,43.32,145.57,56.7,82,100,22.62,overcast clouds
543,Ikalamavony,MG,-21.15,46.58,68.0,69,55,6.2,broken clouds
544,Tual,ID,-5.67,132.75,83.68,77,81,17.13,broken clouds
545,Alice Springs,AU,-23.7,133.88,71.6,21,0,8.05,clear sky
546,Port Victoria,KE,0.09,33.98,74.43,71,70,2.55,light rain
547,Huarmey,PE,-10.07,-78.15,69.22,63,51,10.6,broken clouds
548,Copiapo,CL,-27.37,-70.33,64.4,55,0,13.87,clear sky
549,Kenai,US,60.55,-151.26,25.0,45,1,18.34,clear sky
550,Yining,CN,29.04,114.56,57.2,83,100,0.67,overcast clouds
551,Takoradi,GH,4.88,-1.76,79.36,86,72,8.01,light rain
552,Opoczno,PL,51.38,20.28,46.0,10,55,55.99,broken clouds
553,Aquiraz,BR,-3.9,-38.39,86.0,66,40,18.34,scattered clouds
554,Kudahuvadhoo,MV,2.67,72.89,82.92,73,55,6.46,broken clouds
555,Margate,GB,51.38,1.39,62.01,94,79,7.0,light rain
556,Dwarka,IN,22.24,68.97,82.54,50,22,9.57,few clouds
557,Hun,LY,29.13,15.95,64.8,51,30,8.81,scattered clouds
558,Solnechnyy,RU,50.72,136.63,32.18,95,72,4.85,broken clouds
559,Labrea,BR,-7.26,-64.8,91.8,49,100,2.48,overcast clouds
560,Galle,LK,6.04,80.22,79.47,79,14,6.44,few clouds
561,Berga,NO,60.39,5.33,48.99,93,75,29.97,broken clouds
562,Illapel,CL,-31.63,-71.17,77.61,28,0,9.51,clear sky
563,Baykit,RU,61.67,96.37,17.58,94,100,5.23,light snow
564,Thinadhoo,MV,0.53,72.93,83.7,74,62,10.65,broken clouds
565,Kochki,RU,54.34,80.48,35.91,87,95,12.95,overcast clouds
566,Misratah,LY,32.38,15.09,71.06,57,0,8.75,clear sky
567,Esso,RU,55.93,158.7,21.9,93,53,3.27,broken clouds
568,Lorengau,PG,-2.02,147.27,82.62,74,13,6.55,moderate rain
569,Lazaro Cardenas,MX,17.96,-102.2,88.47,54,33,2.8,scattered clouds
570,Cayenne,GF,4.93,-52.33,82.4,69,95,14.99,light rain
571,Mount Gambier,AU,-37.83,140.77,46.4,93,75,5.82,mist
572,Faya,SA,18.39,42.45,66.2,88,0,4.18,clear sky
573,Basco,PH,20.45,121.97,80.33,80,100,29.01,overcast clouds
574,Kaabong,UG,3.48,34.15,71.94,50,66,12.82,broken clouds
575,Upington,ZA,-28.45,21.26,82.4,21,0,3.36,clear sky
576,Seagoville,US,32.64,-96.54,72.0,28,1,13.87,clear sky
577,Jumla,NP,29.27,82.18,46.81,59,0,5.44,clear sky
578,Taltal,CL,-25.4,-70.48,66.42,53,30,9.31,scattered clouds
579,Cap-Aux-Meules,CA,47.38,-61.86,44.6,56,3,18.34,clear sky
580,Chitral,PK,35.85,71.79,53.33,32,0,5.01,clear sky
581,Meulaboh,ID,4.14,96.13,76.98,87,98,3.24,light rain
582,Vanino,RU,49.09,140.25,38.39,82,83,2.71,broken clouds
583,Guhagar,IN,17.48,73.19,77.95,72,11,4.72,few clouds
584,La Plata,AR,-34.92,-57.95,73.99,32,2,3.0,clear sky
585,Finschhafen,PG,-6.6,147.87,79.84,76,6,7.16,light rain
586,Smirnykh,RU,49.75,142.83,40.37,95,99,3.27,light rain
587,Hirara,JP,24.8,125.28,76.53,72,0,16.28,clear sky
588,Agadez,NE,19.75,10.25,73.13,24,64,8.16,broken clouds
589,Flin Flon,CA,54.77,-101.86,28.4,79,75,11.41,broken clouds
590,Pimentel,PE,-6.84,-79.93,71.6,64,0,17.22,clear sky
591,Srednekolymsk,RU,67.45,153.68,-4.02,92,83,7.99,broken clouds
592,Kabrai,IN,25.42,80.02,72.61,20,22,4.72,few clouds
593,Gizo,SB,-8.1,156.84,82.89,76,51,7.67,light rain
594,Pirovskoye,RU,57.63,92.27,33.67,92,100,11.18,overcast clouds
595,Dalbandin,PK,28.89,64.41,53.46,29,0,4.14,clear sky
596,Vila,PT,42.03,-8.16,62.01,93,100,5.99,overcast clouds
597,Sa Kaeo,TH,13.75,102.33,75.76,91,89,5.01,overcast clouds
598,Sistranda,NO,63.73,8.83,53.6,58,75,26.4,light intensity drizzle
599,Lafiagi,NG,8.87,5.42,83.07,40,7,1.43,clear sky
600,Mahajanga,MG,-15.72,46.32,80.6,61,20,9.17,few clouds
601,Beyneu,KZ,45.32,55.2,53.49,38,90,13.82,overcast clouds
602,Pyshma,RU,56.95,63.25,29.75,96,0,4.92,clear sky
603,Havelock,US,34.88,-76.9,75.2,69,40,14.99,scattered clouds
604,Brodina,RO,47.88,25.42,41.0,87,0,3.15,clear sky
605,Whitehorse,CA,60.72,-135.05,7.0,77,90,8.05,light snow
606,Kungurtug,RU,50.6,97.52,19.85,87,0,1.95,clear sky
607,Gat,IL,31.61,34.76,75.99,68,49,7.7,light rain
608,Asosa,ET,10.07,34.53,62.8,96,35,2.53,moderate rain
609,Gerede,TR,40.8,32.2,33.93,94,38,2.71,scattered clouds
610,La Macarena,CO,2.18,-73.78,74.86,94,100,4.27,light rain
611,Mount Prospect,US,42.07,-87.94,39.99,38,90,23.04,overcast clouds
612,Yumen,CN,40.28,97.2,30.27,88,0,3.09,clear sky
613,Roanoke Rapids,US,36.46,-77.65,59.0,100,90,5.82,overcast clouds
614,Svetlogorsk,BY,52.63,29.73,44.2,85,98,9.53,overcast clouds
615,Hanzhong,CN,33.07,107.03,51.69,46,84,0.98,broken clouds
616,Vitim,RU,59.45,112.56,-0.81,90,0,3.62,clear sky
617,Gilgit,PK,35.92,74.31,54.3,34,0,3.4,clear sky
618,Zhigansk,RU,66.77,123.37,-2.65,92,98,16.26,overcast clouds
619,Bereda,ES,43.27,-7.54,64.99,93,100,14.0,overcast clouds
620,Andenes,NO,69.31,16.12,46.4,70,100,13.87,overcast clouds
621,San Blas,MX,21.52,-105.27,89.29,52,9,5.55,clear sky
622,Xingtai,CN,37.06,114.49,53.67,36,0,9.35,clear sky
623,Grand Gaube,MU,-20.01,57.66,66.99,69,9,1.99,clear sky
624,Okhotsk,RU,59.38,143.3,18.41,87,100,15.48,overcast clouds
625,La Ronge,CA,55.1,-105.28,37.4,69,100,6.93,overcast clouds
626,Bentonville,US,36.37,-94.21,55.99,28,1,14.99,clear sky
627,Ahuimanu,US,21.44,-157.84,75.2,88,20,2.93,few clouds
628,Havoysund,NO,71.0,24.66,39.2,86,40,18.34,scattered clouds
629,Kuopio,FI,62.89,27.68,41.0,86,90,13.87,overcast clouds
630,Whitianga,NZ,-36.83,175.7,55.99,97,85,2.59,overcast clouds
631,Pangnirtung,CA,66.15,-65.71,15.8,72,75,6.93,shower rain
632,Winsum,NL,53.33,6.52,60.01,82,75,23.04,light rain
633,Roald,NO,62.58,6.13,53.6,54,0,12.75,light rain
634,Kati,ML,12.74,-8.07,89.6,25,0,8.05,clear sky
635,Domoni,KM,-12.26,44.53,76.1,77,98,3.6,overcast clouds
636,Puerto Carreno,CO,6.19,-67.49,79.93,82,100,8.52,overcast clouds
637,Iquique,CL,-20.22,-70.14,66.2,63,0,11.41,clear sky
638,Pangai,TO,-19.8,-174.35,77.0,83,75,17.22,broken clouds
639,Lagoa,PT,39.05,-27.98,64.63,80,90,21.94,light rain
640,Along,IN,28.17,94.77,65.32,85,36,1.61,scattered clouds
641,Teya,RU,60.38,92.63,34.39,90,100,12.33,overcast clouds
642,Houston,US,29.76,-95.36,77.0,40,1,9.17,clear sky
643,Sao Miguel Do Araguaia,BR,-13.28,-50.16,86.09,56,87,6.31,overcast clouds
644,Kalamazoo,US,42.25,-85.55,34.0,64,90,21.92,overcast clouds
645,La Sarre,CA,48.8,-79.2,36.84,98,100,8.7,light rain
646,Christchurch,NZ,-43.53,172.63,54.0,76,100,8.05,overcast clouds
647,Sao Gabriel,BR,-30.34,-54.32,74.1,44,0,8.21,clear sky
648,Baneh,IR,36.0,45.89,44.74,58,0,2.73,clear sky
649,Mindelo,CV,16.89,-24.98,80.6,65,75,18.34,broken clouds
650,Poyarkovo,RU,49.6,128.68,27.07,97,100,9.01,light snow
651,Pedernales,DO,18.04,-71.74,87.8,66,40,18.34,scattered clouds
652,Bitung,ID,1.45,125.18,75.2,88,20,1.12,few clouds
653,Bulls,NZ,-40.17,175.38,54.0,87,92,1.01,moderate rain
654,Burgersdorp,ZA,-31.0,26.33,60.17,62,45,12.88,scattered clouds
655,Beloha,MG,-25.17,45.05,67.62,77,0,17.31,clear sky
656,Ostersund,SE,63.18,14.64,46.4,93,90,21.92,overcast clouds
657,Akyab,MM,20.15,92.9,77.86,87,98,7.94,light rain
658,Plettenberg Bay,ZA,-34.05,23.37,64.78,83,0,13.69,clear sky
659,Raudeberg,NO,61.99,5.14,50.0,78,100,24.65,light rain
660,Gitarama,RW,-2.07,29.76,64.4,93,75,8.05,broken clouds
661,Harnosand,SE,62.63,17.94,46.4,100,90,23.04,light rain
662,Chegdomyn,RU,51.12,133.02,30.11,96,100,2.19,overcast clouds
663,Dandong,CN,40.13,124.39,38.98,63,0,2.77,clear sky
664,Chenzhou,CN,25.8,113.03,60.1,90,100,5.01,light rain
665,Kyren,RU,51.68,102.14,18.32,84,2,1.59,clear sky
666,Awjilah,LY,29.11,21.29,67.6,48,0,5.97,clear sky
667,Ngunguru,NZ,-35.62,174.5,59.0,96,60,2.53,broken clouds
668,San Juan,AR,-31.54,-68.54,87.53,13,0,6.6,clear sky
669,Khandyga,RU,62.67,135.6,-11.61,87,1,1.72,clear sky
670,Nachingwea,TZ,-10.38,38.77,75.36,72,74,7.99,broken clouds
671,Tashtagol,RU,52.77,87.89,26.67,95,78,2.08,broken clouds
672,Manta,EC,-0.95,-80.73,86.0,58,40,12.75,scattered clouds
673,Lima,PE,-12.04,-77.03,66.2,77,75,9.17,broken clouds
674,Olafsvik,IS,64.89,-23.71,37.9,78,60,12.01,broken clouds
675,Dakar,SN,14.69,-17.44,86.0,58,0,4.7,clear sky
676,Fort Frances,CA,48.6,-93.4,28.4,50,1,13.87,clear sky
677,Inta,RU,66.03,60.17,29.19,95,100,14.09,overcast clouds
678,Lieksa,FI,63.32,30.02,39.69,87,97,12.19,overcast clouds
679,Varzelandia,BR,-15.7,-44.03,74.43,85,93,2.3,moderate rain
680,Mangrol,IN,21.12,70.12,80.17,39,9,12.84,clear sky
681,Qandala,SO,11.47,49.87,79.3,67,21,7.94,few clouds
682,Magdagachi,RU,53.45,125.8,16.59,92,100,10.38,overcast clouds
683,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,83,75,9.17,broken clouds
684,Semporna,MY,4.48,118.61,75.2,94,40,10.98,scattered clouds
685,Kidal,ML,18.44,1.41,82.8,16,77,11.7,broken clouds
686,Cap Malheureux,MU,-19.98,57.61,66.99,69,11,1.99,few clouds
687,Lebanon,US,36.21,-86.29,60.8,44,1,16.11,clear sky
688,Duldurga,RU,50.68,113.59,18.03,89,9,9.75,clear sky
689,Sergeyevka,KZ,53.88,67.42,34.81,88,83,8.1,broken clouds
690,Lumeje,AO,-11.55,20.78,74.32,51,57,1.41,broken clouds
691,Baruun-Urt,MN,46.68,113.28,16.16,81,1,9.15,clear sky
692,Pahrump,US,36.21,-115.98,75.99,12,94,1.01,overcast clouds
693,Port Moresby,PG,-9.44,147.18,77.0,94,75,11.41,broken clouds
694,Kribi,CM,2.95,9.92,79.36,81,95,5.17,overcast clouds
695,Ozinki,RU,51.18,49.68,46.51,63,97,9.93,overcast clouds
